date,food name,Ingredients,Nutrition,nutrition value,text
2021-08-13,kung pao chicken,"1 pound skinless, boneless chicken breast halves - cut into chunks,2 tablespoons white wine,2 tablespoons soy sauce,2 tablespoons sesame oil, divided,2 tablespoons cornstarch, dissolved in 2 tablespoons water,1 ounce hot chile paste,1 teaspoon distilled white vinegar,2 teaspoons brown sugar,4 green onions, chopped,1 tablespoon chopped garlic,1 (8 ounce) can water chestnuts,4 ounces chopped peanuts","protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","69 %,8 %,17 %,36 %,19 %,22 %,4 %,180 %,52 %,9 %,15 %,5 %,14 %,33 %,17 %,24 %,23 %","kung pao chicken 1 pound skinless, boneless chicken breast halves - cut into chunks,2 tablespoons white wine,2 tablespoons soy sauce,2 tablespoons sesame oil, divided,2 tablespoons cornstarch, dissolved in 2 tablespoons water,1 ounce hot chile paste,1 teaspoon distilled white vinegar,2 teaspoons brown sugar,4 green onions, chopped,1 tablespoon chopped garlic,1 (8 ounce) can water chestnuts,4 ounces chopped peanuts protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,"
2021-08-13,black pepper beef and cabbag stir fri,"2 tablespoons vegetable oil,4 cloves garlic, chopped,½ pound ground beef,½ small head cabbage, shredded,1 red bell pepper, cut into strips,2 tablespoons soy sauce,1 teaspoon cornstarch,½ cup cold water,1 teaspoon ground black pepper, or to taste,1 pinch salt, to taste","protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","23 %,3 %,12 %,34 %,36 %,16 %,20 %,43 %,24 %,120 %,14 %,5 %,11 %,10 %,11 %,22 %,10 %","black pepper beef and cabbag stir fri 2 tablespoons vegetable oil,4 cloves garlic, chopped,½ pound ground beef,½ small head cabbage, shredded,1 red bell pepper, cut into strips,2 tablespoons soy sauce,1 teaspoon cornstarch,½ cup cold water,1 teaspoon ground black pepper, or to taste,1 pinch salt, to taste protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,"
2021-08-13,restaur style beef and broccoli,"⅓ cup oyster sauce,2 teaspoons Asian (toasted) sesame oil,⅓ cup sherry,1 teaspoon soy sauce,1 teaspoon white sugar,1 teaspoon cornstarch,¾ pound beef round steak, cut into 1/8-inch thick strips,3 tablespoons vegetable oil, plus more if needed,1 thin slice of fresh ginger root,1 clove garlic, peeled and smashed,1 pound broccoli, cut into florets","protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","43 %,4 %,12 %,33 %,26 %,17 %,14 %,65 %,39 %,169 %,20 %,6 %,15 %,16 %,19 %,17 %,15 %","restaur style beef and broccoli ⅓ cup oyster sauce,2 teaspoons Asian (toasted) sesame oil,⅓ cup sherry,1 teaspoon soy sauce,1 teaspoon white sugar,1 teaspoon cornstarch,¾ pound beef round steak, cut into 1/8-inch thick strips,3 tablespoons vegetable oil, plus more if needed,1 thin slice of fresh ginger root,1 clove garlic, peeled and smashed,1 pound broccoli, cut into florets protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,"
2021-08-13,taiwanese-styl three cup chicken,"1 tablespoon vegetable oil,1 ½ pounds skinless, boneless chicken thighs, cut into chunks,½ cup sesame oil,10 slices fresh ginger,2 cloves garlic, sliced,½ cup dry sherry,⅓ cup soy sauce,¼ cup water,3 tablespoons white sugar,½ cup fresh Thai basil leaves,3 dried whole red chilies","protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","67 %,9 %,2 %,69 %,39 %,36 %,7 %,110 %,29 %,7 %,4 %,6 %,21 %,15 %,17 %,62 %,10 %","taiwanese-styl three cup chicken 1 tablespoon vegetable oil,1 ½ pounds skinless, boneless chicken thighs, cut into chunks,½ cup sesame oil,10 slices fresh ginger,2 cloves garlic, sliced,½ cup dry sherry,⅓ cup soy sauce,¼ cup water,3 tablespoons white sugar,½ cup fresh Thai basil leaves,3 dried whole red chilies protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,"
2021-08-13,chines steam white fish fillet with tofu (cantones style),"1 Thai chile, chopped,2 cloves garlic, chopped,1 (1/2 inch) piece fresh ginger, minced,1 tablespoon black bean sauce,2 tablespoons dark soy sauce,2 tablespoons white soy sauce,1 tablespoon vegetable oil,1 tablespoon white sugar,1 pinch white pepper,1 tablespoon cornstarch,1 tablespoon cold water,¾ pound white fish fillets,1 (16 ounce) package tofu, drained and cubed,1 cup green onion, finely chopped","protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","55 %,4 %,6 %,22 %,11 %,17 %,12 %,71 %,24 %,55 %,13 %,45 %,41 %,28 %,16 %,32 %,24 %","chines steam white fish fillet with tofu (cantones style) 1 Thai chile, chopped,2 cloves garlic, chopped,1 (1/2 inch) piece fresh ginger, minced,1 tablespoon black bean sauce,2 tablespoons dark soy sauce,2 tablespoons white soy sauce,1 tablespoon vegetable oil,1 tablespoon white sugar,1 pinch white pepper,1 tablespoon cornstarch,1 tablespoon cold water,¾ pound white fish fillets,1 (16 ounce) package tofu, drained and cubed,1 cup green onion, finely chopped protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,"
2021-08-13,hunan kung pao,"4 skinless, boneless chicken breast halves - cut into 1 inch cubes,20 peeled and deveined large shrimp (21 to 30 per pound),4 teaspoons soy sauce,4 teaspoons rice wine,2 teaspoons sesame oil (Optional),1 tablespoon cornstarch,½ cup vegetable oil, divided,4 cloves garlic, minced,16 dried red chile peppers, cut in half,2 teaspoons Szechuan peppercorns (Optional),1 red bell pepper, sliced,1 green bell pepper, sliced,¼ cup dark soy sauce,2 tablespoons rice wine,2 teaspoons white sugar,1 cup salted peanuts,4 green onions, cut into 3 inch lengths,2 dashes sesame oil, or to taste (Optional)","protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","118 %,7 %,22 %,80 %,40 %,76 %,40 %,259 %,68 %,117 %,22 %,12 %,29 %,55 %,27 %,70 %,33 %","hunan kung pao 4 skinless, boneless chicken breast halves - cut into 1 inch cubes,20 peeled and deveined large shrimp (21 to 30 per pound),4 teaspoons soy sauce,4 teaspoons rice wine,2 teaspoons sesame oil (Optional),1 tablespoon cornstarch,½ cup vegetable oil, divided,4 cloves garlic, minced,16 dried red chile peppers, cut in half,2 teaspoons Szechuan peppercorns (Optional),1 red bell pepper, sliced,1 green bell pepper, sliced,¼ cup dark soy sauce,2 tablespoons rice wine,2 teaspoons white sugar,1 cup salted peanuts,4 green onions, cut into 3 inch lengths,2 dashes sesame oil, or to taste (Optional) protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,"
2021-08-13,mongolian beef and spring onion,"2 teaspoons vegetable oil,1 tablespoon finely chopped garlic,½ teaspoon grated fresh ginger root,½ cup soy sauce,½ cup water,⅔ cup dark brown sugar,1 pound beef flank steak, sliced 1/4 inch thick on the diagonal,¼ cup cornstarch,1 cup vegetable oil for frying,2 bunches green onions, cut in 2-inch lengths","protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","36 %,18 %,13 %,19 %,14 %,9 %,22 %,60 %,28 %,36 %,20 %,13 %,20 %,19 %,17 %,75 %,14 %","mongolian beef and spring onion 2 teaspoons vegetable oil,1 tablespoon finely chopped garlic,½ teaspoon grated fresh ginger root,½ cup soy sauce,½ cup water,⅔ cup dark brown sugar,1 pound beef flank steak, sliced 1/4 inch thick on the diagonal,¼ cup cornstarch,1 cup vegetable oil for frying,2 bunches green onions, cut in 2-inch lengths protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,"
2021-08-13,chines pepper steak,"1 pound beef top sirloin steak,¼ cup soy sauce,2 tablespoons white sugar,2 tablespoons cornstarch,½ teaspoon ground ginger,3 tablespoons vegetable oil, divided,1 red onion, cut into 1-inch squares,1 green bell pepper, cut into 1-inch squares,2 tomatoes, cut into wedges","protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","52 %,6 %,7 %,24 %,17 %,23 %,10 %,75 %,41 %,53 %,7 %,3 %,21 %,16 %,18 %,39 %,20 %","chines pepper steak 1 pound beef top sirloin steak,¼ cup soy sauce,2 tablespoons white sugar,2 tablespoons cornstarch,½ teaspoon ground ginger,3 tablespoons vegetable oil, divided,1 red onion, cut into 1-inch squares,1 green bell pepper, cut into 1-inch squares,2 tomatoes, cut into wedges protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,"
2021-08-13,sweet and sour chicken i,"1 (8 ounce) can pineapple chunks, drained (juice reserved),¼ cup cornstarch,1 ¾ cups water, divided,¾ cup white sugar,½ cup distilled white vinegar,2 drops orange food color,8 skinless, boneless chicken breast halves - cut into 1 inch cubes,2 ¼ cups self-rising flour,2 tablespoons vegetable oil,2 tablespoons cornstarch,½ teaspoon salt,¼ teaspoon ground white pepper,1 egg,1 ½ cups water,1 quart vegetable oil for frying,2 green bell pepper, cut into 1 inch pieces","protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","118 %,18 %,7 %,28 %,14 %,53 %,4 %,310 %,88 %,49 %,21 %,16 %,20 %,29 %,21 %,30 %,45 %","sweet and sour chicken i 1 (8 ounce) can pineapple chunks, drained (juice reserved),¼ cup cornstarch,1 ¾ cups water, divided,¾ cup white sugar,½ cup distilled white vinegar,2 drops orange food color,8 skinless, boneless chicken breast halves - cut into 1 inch cubes,2 ¼ cups self-rising flour,2 tablespoons vegetable oil,2 tablespoons cornstarch,½ teaspoon salt,¼ teaspoon ground white pepper,1 egg,1 ½ cups water,1 quart vegetable oil for frying,2 green bell pepper, cut into 1 inch pieces protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,"
2021-08-13,chines sparerib,"3 tablespoons hoisin sauce,1 tablespoon ketchup,1 tablespoon honey,1 tablespoon soy sauce,1 tablespoon sake,1 teaspoon rice vinegar,1 teaspoon lemon juice,1 teaspoon grated fresh ginger,½ teaspoon grated fresh garlic,¼ teaspoon Chinese five-spice powder,1 pound pork spareribs","protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","61 %,7 %,3 %,48 %,56 %,40 %,2 %,94 %,25 %,5 %,3 %,6 %,14 %,13 %,11 %,41 %,42 %","chines sparerib 3 tablespoons hoisin sauce,1 tablespoon ketchup,1 tablespoon honey,1 tablespoon soy sauce,1 tablespoon sake,1 teaspoon rice vinegar,1 teaspoon lemon juice,1 teaspoon grated fresh ginger,½ teaspoon grated fresh garlic,¼ teaspoon Chinese five-spice powder,1 pound pork spareribs protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,"
2021-08-13,tsao mi fun (taiwanes fri rice noodles),"½ pound thinly sliced pork loin,¼ cup soy sauce,¼ cup rice wine,1 teaspoon white pepper,1 teaspoon Chinese five-spice powder,1 teaspoon cornstarch,4 dried Chinese black mushrooms,1 (8 ounce) package dried rice vermicelli,¼ cup vegetable oil, divided,2 eggs, beaten,¼ clove garlic, minced,1 tablespoon dried small shrimp,3 carrots, cut into matchstick strips,½ onion, chopped,3 cups bean sprouts,4 leaves napa cabbage, thinly sliced,salt to taste,3 sprigs fresh cilantro for garnish","protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","38 %,20 %,18 %,31 %,21 %,41 %,187 %,58 %,26 %,32 %,21 %,9 %,16 %,17 %,19 %,44 %,33 %","tsao mi fun (taiwanes fri rice noodles) ½ pound thinly sliced pork loin,¼ cup soy sauce,¼ cup rice wine,1 teaspoon white pepper,1 teaspoon Chinese five-spice powder,1 teaspoon cornstarch,4 dried Chinese black mushrooms,1 (8 ounce) package dried rice vermicelli,¼ cup vegetable oil, divided,2 eggs, beaten,¼ clove garlic, minced,1 tablespoon dried small shrimp,3 carrots, cut into matchstick strips,½ onion, chopped,3 cups bean sprouts,4 leaves napa cabbage, thinly sliced,salt to taste,3 sprigs fresh cilantro for garnish protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,"
2021-08-13,sinigang na isda sa miso (fish stew with miso),"2 tablespoons vegetable oil,1 onion, sliced,3 cloves garlic, crushed,1 (1 inch) piece fresh ginger, sliced,2 tomatoes, sliced,3 tablespoons miso paste, or more to taste,1 teaspoon patis (fish sauce), or to taste,5 cups water,2 pounds red snapper fillets,1 white (daikon) radish, sliced,3 green chile peppers, or more to taste,1 bunch Chinese mustard greens with stalks,2 tablespoons kalamansi (Filipino lemon) juice, or more to taste","protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","106 %,8 %,27 %,17 %,10 %,28 %,99 %,91 %,79 %,284 %,50 %,21 %,16 %,49 %,50 %,29 %,29 %","sinigang na isda sa miso (fish stew with miso) 2 tablespoons vegetable oil,1 onion, sliced,3 cloves garlic, crushed,1 (1 inch) piece fresh ginger, sliced,2 tomatoes, sliced,3 tablespoons miso paste, or more to taste,1 teaspoon patis (fish sauce), or to taste,5 cups water,2 pounds red snapper fillets,1 white (daikon) radish, sliced,3 green chile peppers, or more to taste,1 bunch Chinese mustard greens with stalks,2 tablespoons kalamansi (Filipino lemon) juice, or more to taste protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,"
2021-08-13,champorado,"1 cup glutinous sweet rice,2 cups light coconut milk,½ cup cocoa powder,1 cup white sugar,1 teaspoon salt,1 cup thick coconut milk","protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,calories from fat:,,","10 %,17 %,17 %,39 %,110 %,16 %,4 %,2 %,5 %,3 %,27 %,32 %,10 %,16 %","champorado 1 cup glutinous sweet rice,2 cups light coconut milk,½ cup cocoa powder,1 cup white sugar,1 teaspoon salt,1 cup thick coconut milk protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,calories from fat:,,"
2021-08-13,instant pot® filipino chicken adobo,"½ cup distilled white vinegar,¼ cup soy sauce,2 tablespoons minced garlic,1 tablespoon olive oil,1 tablespoon brown sugar,1 teaspoon black peppercorns, roughly cracked,2 leaf (blank)s bay leaves,1 large onion, sliced,1 ½ pounds bone-in, skin-on chicken thighs,1 tablespoon chopped scallions","protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","60 %,3 %,4 %,33 %,27 %,35 %,4 %,103 %,28 %,6 %,5 %,3 %,12 %,13 %,10 %,40 %,10 %","instant pot® filipino chicken adobo ½ cup distilled white vinegar,¼ cup soy sauce,2 tablespoons minced garlic,1 tablespoon olive oil,1 tablespoon brown sugar,1 teaspoon black peppercorns, roughly cracked,2 leaf (blank)s bay leaves,1 large onion, sliced,1 ½ pounds bone-in, skin-on chicken thighs,1 tablespoon chopped scallions protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,"
2021-08-13,chines green bean stir-fri,"1 cup vegetable oil,13 pounds fresh green beans, trimmed,5 tablespoons minced garlic,5 tablespoons minced fresh ginger root,2 tablespoons kosher salt,1 tablespoon coarsely ground black pepper,2 (8 ounce) bottles black bean sauce","protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","6 %,4 %,21 %,10 %,5 %,21 %,13 %,8 %,41 %,14 %,6 %,9 %,14 %,9 %,15 %,13 %","chines green bean stir-fri 1 cup vegetable oil,13 pounds fresh green beans, trimmed,5 tablespoons minced garlic,5 tablespoons minced fresh ginger root,2 tablespoons kosher salt,1 tablespoon coarsely ground black pepper,2 (8 ounce) bottles black bean sauce protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,"
2021-08-13,filipino beef ginil (afritada style),"1 tablespoon oil, or as needed,1 clove garlic, minced,2 pounds ground beef,1 cup water, or as needed,ground black pepper to taste,6 tablespoons soy sauce, divided,2 medium red potatoes,10 baby carrots, or more to taste, cubed,½ cup raisins, or more to taste,2 (6.5 ounce) cans tomato sauce with salt (such as Contadina®),½ orange bell pepper, diced,4 tablespoons white sugar","protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","57 %,11 %,13 %,40 %,48 %,31 %,50 %,103 %,31 %,19 %,9 %,4 %,25 %,21 %,28 %,53 %,14 %","filipino beef ginil (afritada style) 1 tablespoon oil, or as needed,1 clove garlic, minced,2 pounds ground beef,1 cup water, or as needed,ground black pepper to taste,6 tablespoons soy sauce, divided,2 medium red potatoes,10 baby carrots, or more to taste, cubed,½ cup raisins, or more to taste,2 (6.5 ounce) cans tomato sauce with salt (such as Contadina®),½ orange bell pepper, diced,4 tablespoons white sugar protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,"
2021-08-13,fun karnal (beef and broccoli),"2 1 1/2-inch-thick New York strip steaks, cut into 1-inch pieces,2 teaspoons dried minced onion,¼ teaspoon minced garlic,1 tablespoon soy sauce (Optional),2 cups white rice,4 cups water,2 tablespoons vegetable oil,½ cup canned sliced bamboo shoots, drained,½ cup canned sliced mushrooms, drained (Optional),¼ cup chopped green onion,½ green bell pepper, thinly sliced,½ teaspoon red pepper flakes (Optional),3 tablespoons soy sauce (Optional),1 cup broccoli florets,¼ cup sugar snap peas (Optional),2 teaspoons cornstarch,2 tablespoons water,½ (10 fluid ounce) bottle oyster sauce,¼ cup chopped green onion","protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","56 %,28 %,15 %,29 %,29 %,20 %,10 %,107 %,43 %,62 %,64 %,9 %,35 %,22 %,16 %,80 %,65 %","fun karnal (beef and broccoli) 2 1 1/2-inch-thick New York strip steaks, cut into 1-inch pieces,2 teaspoons dried minced onion,¼ teaspoon minced garlic,1 tablespoon soy sauce (Optional),2 cups white rice,4 cups water,2 tablespoons vegetable oil,½ cup canned sliced bamboo shoots, drained,½ cup canned sliced mushrooms, drained (Optional),¼ cup chopped green onion,½ green bell pepper, thinly sliced,½ teaspoon red pepper flakes (Optional),3 tablespoons soy sauce (Optional),1 cup broccoli florets,¼ cup sugar snap peas (Optional),2 teaspoons cornstarch,2 tablespoons water,½ (10 fluid ounce) bottle oyster sauce,¼ cup chopped green onion protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,"
2021-08-13,honey walnut shrimp,"1 cup water,⅔ cup white sugar,½ cup walnuts,4 egg whites,⅔ cup mochiko (glutinous rice flour),¼ cup mayonnaise,1 pound large shrimp, peeled and deveined,2 tablespoons honey,1 tablespoon canned sweetened condensed milk,1 cup vegetable oil for frying","protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,","52 %,22 %,6 %,41 %,19 %,60 %,5 %,35 %,24 %,4 %,5 %,7 %,18 %,23 %,9 %,14 %,11 %","honey walnut shrimp 1 cup water,⅔ cup white sugar,½ cup walnuts,4 egg whites,⅔ cup mochiko (glutinous rice flour),¼ cup mayonnaise,1 pound large shrimp, peeled and deveined,2 tablespoons honey,1 tablespoon canned sweetened condensed milk,1 cup vegetable oil for frying protein:,,,carbohydrates:,,,dietary fiber:,,,sugars:,,,fat:,,,saturated fat:,,,cholesterol:,,,vitamin a iu:,,,niacin equivalents:,,,vitamin b6:,,,vitamin c:,,,folate:,,,calcium:,,,iron:,,,magnesium:,,,potassium:,,,sodium:,,,thiamin:,,,calories from fat:,,"
